,symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,t_date,open,adj_close,intraday_return
1699,COFORGE,Record Date,20102022154600,https://nsearchives.nseindia.com/corporate/COFORGE_20102022154600_RecordDateIntimation.pdf,Coforge Limited,INE591G01017,2022-10-20 15:46:00,2022-10-20 15:46:00,,,,Coforge Limited has informed the Exchange that Record date for the purpose of Dividend  is 04-Nov-2022.,,,,20-Oct-2022 15:46:25,00:00:25,2022-10-21 15:46:00,3854.9,3774.08,-2.096552439752008
1702,NAM-INDIA,Record Date,19102022162721,https://nsearchives.nseindia.com/corporate/NAM-INDIA_19102022162721_FinalOutcome.pdf,Nippon Life India Asset Management Limited,INE298J01013,2022-10-19 16:27:21,2022-10-19 16:27:21,,,,Nippon Life India Asset Management Limited has informed the Exchange that Record date for the purpose of Dividend  is 02-Nov-2022.,,,,19-Oct-2022 16:27:24,00:00:03,2022-10-20 16:27:21,265.0,247.65,-6.547169811320753
1703,DALBHARAT,Record Date,19102022160215,https://nsearchives.nseindia.com/corporate/DALBHARAT_19102022160215_BMIntRecordDate19oct22sm.pdf,Dalmia Bharat Limited,INE00R701025,2022-10-19 16:02:15,2022-10-19 16:02:15,,,,"In terms of Regulation 42 of the Listing Regulations, the RecordDate for reckoning the shareholders who shall be entitled to receive the interim dividend, if any, so declared, will be Thursday, November 4, 2022.",,,,19-Oct-2022 16:02:17,00:00:02,2022-10-20 16:02:15,1515.0,1513.94,-0.06996699669966637
1705,ALLSEC,Record Date,18102022190739,https://nsearchives.nseindia.com/corporate/ALLSEC_18102022190739_SEIntimation.pdf,Allsec Technologies Limited,INE835G01018,2022-10-18 19:07:39,2022-10-18 19:07:39,,Computers - Software,,Allsec Technologies Limited has informed the Exchange that Record date for the purpose of Interim Dividend  is 07-Nov-2022 subject to approval by the Board of Directors,,,,18-Oct-2022 19:07:42,00:00:03,2022-10-19 19:07:39,489.45,445.97,-8.883440596588
1706,DABUR,Record Date,18102022184239,https://nsearchives.nseindia.com/corporate/DABUR_18102022184239_IntimationofRecordDate.pdf,Dabur India Limited,INE016A01026,2022-10-18 18:42:39,2022-10-18 18:42:39,,Personal Care,,Dabur India Limited has informed the Exchange that Record date for the purpose of Dividend  is 04-Nov-2022.,,,,18-Oct-2022 18:42:41,00:00:02,2022-10-19 18:42:39,532.55,518.64,-2.61196131818608
1707,SONATSOFTW,Record Date,18102022154748,https://nsearchives.nseindia.com/corporate/SONATSOFTW_18102022154748_BMOutcome.pdf,Sonata Software Limited,INE269A01021,2022-10-18 15:47:48,2022-10-18 15:47:48,,Computers - Software,,Sonata Software Limited has informed the Exchange that Record date for the purpose of Interim Dividend  is 01-Nov-2022.,,,,18-Oct-2022 15:47:51,00:00:03,2022-10-19 15:47:48,252.5,239.52,-5.140594059405937
1710,PAGEIND,Record Date,17102022160151,https://nsearchives.nseindia.com/corporate/PAGEIND_17102022160151_BMINTIMATION10112022.pdf,Page Industries Limited,INE761H01022,2022-10-17 16:01:51,2022-10-17 16:01:51,,Textile Products,,Page Industries Limited has informed the Exchange that Record date for the purpose of Dividend  is 18-Nov-2022.,,,,17-Oct-2022 16:01:54,00:00:03,2022-10-18 16:01:51,51511.0,51906.84,0.768457222729119
1713,HILTON,Record Date,15102022175133,https://nsearchives.nseindia.com/corporate/HILTON_15102022175133_IntimationofRecorddate.pdf,Hilton Metal Forging Limited,INE788H01017,2022-10-15 17:51:33,2022-10-15 17:51:33,,Castings/Forgings,,Hilton Metal Forging Limited has informed the Exchange that Record date for the purpose of Rights  is 20-Oct-2022.,,,,15-Oct-2022 17:51:36,00:00:03,2022-10-16 17:51:33,75.21,72.48,-3.6298364579178166
1714,ICICIGI,Record Date,14102022175509,https://nsearchives.nseindia.com/corporate/ICICIGI_14102022175509_BoardMeetingIntimation.pdf,ICICI Lombard General Insurance Company Limited,INE765G01017,2022-10-14 17:55:09,2022-10-14 17:55:09,,,,"ICICI Lombard General Insurance Company Limited has informed the Exchange that Record date for the purpose of Dividend  is October 28, 2022. The Meeting of  Board of Directors of the Company is scheduled to be held on Tuesday, October 18, 2022",,,,14-Oct-2022 17:55:14,00:00:05,2022-10-15 17:55:09,1126.0,1118.69,-0.6492007104795688
1715,VAIBHAVGBL,Record Date,14102022171803,https://nsearchives.nseindia.com/corporate/VAIBHAVGBL_14102022171803_RecordDateintimation.pdf,Vaibhav Global Limited,INE884A01019,2022-10-14 17:18:03,2022-10-14 17:18:03,,Gems Jewellery And Watches,,Vaibhav Global Limited has informed the Exchange that Record date for the purpose of Dividend  is 28-Oct-2022.,,,,14-Oct-2022 17:18:10,00:00:07,2022-10-15 17:18:03,338.7,328.63,-2.9731325656923513
1720,ROUTE,Record Date,13102022225215,https://nsearchives.nseindia.com/corporate/ROUTE_13102022225215_Intimation.pdf,ROUTE MOBILE LIMITED,INE450U01017,2022-10-13 22:52:15,2022-10-13 22:52:15,,,,"ROUTE MOBILE LIMITED has informed the Exchange that Record date for payment of Interim Dividend, if declared, will be Wednesday,                    November 2, 2022",,,,13-Oct-2022 22:52:20,00:00:05,2022-10-14 22:52:15,1410.0,1375.25,-2.4645390070921986
1721,CRISIL,Record Date,13102022223009,https://nsearchives.nseindia.com/corporate/CRISIL_13102022223009_signedBSENSE.pdf,CRISIL Limited,INE007A01017,2022-10-13 22:30:09,2022-10-13 22:30:09,,Finance,,CRISIL Limited has informed the Exchange that Record date for the purpose of Dividend  is 07-Nov-2022.,,,,13-Oct-2022 22:30:14,00:00:05,2022-10-14 22:30:09,3119.5,3090.29,-0.9363680076935418
1722,NMDC,Record Date,13102022201848,https://nsearchives.nseindia.com/corporate/NMDC_13102022201848_Exchanges.pdf,NMDC Limited,INE584A01023,2022-10-13 20:18:48,2022-10-13 20:18:48,,Mining,,NMDC Limited has informed the Exchange that Record date for the purpose of identification of shareholders of the Demerged Company - Scheme of Arrangement  is 28-Oct-2022.,,,,13-Oct-2022 20:18:53,00:00:05,2022-10-14 20:18:48,133.0,125.15,-5.90225563909774
1723,ANANDRATHI,Record Date,13102022191709,https://nsearchives.nseindia.com/corporate/ANANDRATHI_13102022191709_DividendintimationRecordDate.pdf,Anand Rathi Wealth Limited,INE463V01026,2022-10-13 19:17:09,2022-10-13 19:17:09,,,,Anand Rathi Wealth Limited has informed the Exchange that Record date for the purpose of Dividend  is 21-Oct-2022.,,,,13-Oct-2022 19:17:12,00:00:03,2022-10-14 19:17:09,711.0,682.24,-4.045007032348804
1724,NACLIND,Record Date,13102022184748,https://nsearchives.nseindia.com/corporate/NACLIND_13102022184748_BMINTIMATIONDIVIDEND.pdf,NACL Industries Limited,INE295D01020,2022-10-13 18:47:48,2022-10-13 18:47:48,,,,NACL Industries Limited has informed the Exchange that Record date for the purpose of Dividend  is 02-Nov-2022.,,,,13-Oct-2022 18:47:50,00:00:02,2022-10-14 18:47:48,75.95,74.4,-2.0408163265306083
1725,ICIL,Record Date,13102022183842,https://nsearchives.nseindia.com/corporate/ICIL_13102022183842_IntimationOfRecordDate.pdf,Indo Count Industries Limited,INE483B01018,2022-10-13 18:38:42,2022-10-13 18:38:42,,Textiles - Cotton,,"This intimation is in continuation to our earlier intimation dated October 7, 2022 regarding receipt of certified copy of the Order passed by the Hon ble National Company Law Tribunal ( NCLT ) on October 3, 2022 approving the scheme of amalgamation (by way of merger by absorption) of Pranavaditya Spinning Mills Limited ( PSML ), Subsidiary Company with the Company under Sections 230-232 of the Companies Act, 2013 ( the Scheme ). The Scheme shall come into effect, upon filing of certified true copy of the order with the Registrar of Companies.Pursuant to the powers conferred by the Board, Stakeholders Relationship Committee (SRC) of the Company, at its meeting held today, has fixed Thursday, October 27, 2022 as the Record Date, for determining the names of the shareholders of Pranavaditya Spinning Mills Limited to whom equity shares of the Company will be allotted as per the swap-ratio pursuant to the Scheme and for the issuance and allotment of equity shares of the Company to the shareholders of PSML.",,,,13-Oct-2022 18:38:44,00:00:02,2022-10-14 18:38:42,129.55,128.42,-0.8722500964878609
1726,CYIENT,Record Date,13102022173342,https://nsearchives.nseindia.com/corporate/CYIENT_13102022173342_dividend.pdf,Cyient Limited,INE136B01020,2022-10-13 17:33:42,2022-10-13 17:33:42,,,,Cyient Limited has informed the Exchange that Record date for the purpose of Dividend  is 27-Oct-2022.,,,,13-Oct-2022 17:33:45,00:00:03,2022-10-14 17:33:42,750.15,735.64,-1.9342798107045247
1727,SIKKO,Record Date,13102022161551,https://nsearchives.nseindia.com/corporate/SIKKO_13102022161550_IntimationRecordDate.pdf,Sikko Industries Limited,INE112X01017,2022-10-13 16:15:51,2022-10-13 16:15:51,,,,Sikko Industries Limited has informed the Exchange that Record date for the purpose of Bonus  is 26-Oct-2022.,,,,13-Oct-2022 16:15:59,00:00:08,2022-10-14 16:15:51,104.6,97.76,-6.539196940726567
1731,UNIVPHOTO,Record Date,12102022224345,https://nsearchives.nseindia.com/corporate/UNIVPHOTO_12102022224345_UPIL_Record_Date.pdf,Universus Photo Imagings Limited,INE03V001013,2022-10-12 22:43:45,2022-10-12 22:43:45,,,,Universus Photo Imagings Limited has informed the Exchange that Record date for the purpose of Dividend  is 25-Oct-2022.,,,,12-Oct-2022 22:43:50,00:00:05,2022-10-13 22:43:45,645.0,582.38,-9.708527131782946
1732,TANLA,Record Date,12102022200545,https://nsearchives.nseindia.com/corporate/TANLA_12102022200545_Covering_Letter_Intimation_of_Record_Date_12102022.pdf,Tanla Platforms Limited,INE483C01032,2022-10-12 20:05:45,2022-10-12 20:05:45,,Computers - Software,,Tanla Platforms Limited has informed the Exchange that Record date for the purpose of proposed Buyback is 25-Oct-2022.,,,,12-Oct-2022 20:05:47,00:00:02,2022-10-13 20:05:45,794.0,804.04,1.2644836272040256
1733,KPIGREEN,Record Date,12102022174515,https://nsearchives.nseindia.com/corporate/KPIGREEN_12102022174515_KPIIntimationofBoardmeeting18102022Signed.pdf,KPI Green Energy Limited,INE542W01017,2022-10-12 17:45:15,2022-10-12 17:45:15,,,,KPI Green Energy Limited has informed the Exchange that Record date for the purpose of third Interim Dividend  is 31-Oct-2022.,,,,12-Oct-2022 17:45:22,00:00:07,2022-10-13 17:45:15,429.73,424.8,-1.1472319828729682
1734,SUVEN,Record Date,12102022171030,https://nsearchives.nseindia.com/corporate/SUVEN_12102022171030_SUVEN_RecordDate_MeetingOutcome_12102022.pdf,Suven Life Sciences Limited,INE495B01038,2022-10-12 17:10:30,2022-10-12 17:10:30,,Pharmaceuticals,,Suven Life Sciences Limited has informed the Exchange that Record date for the purpose of Rights  is 18-Oct-2022.,,,,12-Oct-2022 17:10:33,00:00:03,2022-10-13 17:10:30,66.79,67.62,1.2427010031441805
1735,HCLTECH,Record Date,12102022162133,https://nsearchives.nseindia.com/corporate/HCLTECH_12102022162133_FinancialResults.pdf,HCL Technologies Limited,INE860A01027,2022-10-12 16:21:33,2022-10-12 16:21:33,,Computers - Software,,HCL Technologies Limited has informed the Exchange that Record date for the purpose of Dividend  is 20-Oct-2022.,,,,12-Oct-2022 16:21:35,00:00:02,2022-10-13 16:21:33,972.05,916.3,-5.735301682012242
1737,KSHITIJPOL,Record Date,11102022195054,https://nsearchives.nseindia.com/corporate/KSHITIJPOL_11102022195054_NSERecordDate11102022.pdf,Kshitij Polyline Limited,IN0000000000,2022-10-11 19:50:54,2022-10-11 19:50:54,,,,Kshitij Polyline Limited has informed the Exchange that Record date for the purpose of Split/Subdivision  is 27-Oct-2022.,,,,11-Oct-2022 19:50:58,00:00:04,2022-10-12 19:50:54,34.13,34.15,0.058599472604734894
1740,360ONE,Record Date,10102022210239,https://nsearchives.nseindia.com/corporate/IIFLWAM_10102022210239_20221010NoticeofBMDividendEarningsCallsigned.pdf,360 ONE WAM LIMITED,INE466L01020,2022-10-10 21:02:39,2022-10-10 21:02:39,,,,"We wish to inform that pursuant to Regulation 42 of SEBI Listing Regulations, Monday, October 31, 2022, shall be fixed as the record date for ascertaining the eligibility of shareholders of the Company, to receive the aforesaid interim dividend, if declared by the Board of Directors at its meeting to be held on October 19, 2022",,,,10-Oct-2022 21:02:42,00:00:03,2022-10-11 21:02:39,448.73,430.0,-4.174002183941349
1742,MBAPL,Record Date,08102022172806,https://nsearchives.nseindia.com/corporate/MBAPL_08102022172806_MBAPL.pdf,Madhya Bharat Agro Products Limited,INE900L01010,2022-10-08 17:28:06,2022-10-08 17:28:06,,,,Madhya Bharat Agro Products Limited has informed the Exchange that Record date for the purpose of Bonus  is 19-Oct-2022.,,,,08-Oct-2022 17:28:10,00:00:04,2022-10-09 17:28:06,225.27,230.26,2.215119634216709
1743,AXITA,Record Date,06102022173348,https://nsearchives.nseindia.com/corporate/AXITA_06102022173348_recorddatesplit.pdf,Axita Cotton Limited,INE02EZ01014,2022-10-06 17:33:48,2022-10-06 17:33:48,,,,Axita Cotton Limited has informed the Exchange that Record date for the purpose of Split/Subdivision  is 21-Oct-2022.,,,,06-Oct-2022 17:33:53,00:00:05,2022-10-07 17:33:48,24.97,24.47,-2.002402883460152
1744,TPLPLASTEH,Record Date,04102022175057,https://nsearchives.nseindia.com/corporate/TPLPLASTEH_04102022175057_IntimationSE041022.pdf,TPL Plastech Limited,INE413G01014,2022-10-04 17:50:57,2022-10-04 17:50:57,,,,TPL Plastech Limited has informed the Exchange that Record date for the purpose of Split/Subdivision is 20-Oct-2022.,,,,04-Oct-2022 17:51:05,00:00:08,2022-10-05 17:50:57,37.58,40.77,8.488557743480587
1746,BGLOBAL,Record Date,01102022154742,https://nsearchives.nseindia.com/corporate/BGLOBAL_01102022154742_BGFTSR2022.pdf,Bharatiya Global Infomedia Limited,INE224M01013,2022-10-01 15:47:42,2022-10-01 15:47:42,,Computers - Software,,Bharatiya Global Infomedia Limited has informed the Exchange that Record date for the purpose of Scrutinizer Report of 28th Annual General Meeting of Bharatiya Global Infomedia Limited  is .,,,,01-Oct-2022 15:47:44,00:00:02,2022-10-02 15:47:42,2.85,2.85,0.0
1748,LTTS,Record Date,30092022171751,https://nsearchives.nseindia.com/corporate/LTTS_30092022171751_BMIntimation_October182022.pdf,L&T Technology Services Limited,INE010V01017,2022-09-30 17:17:51,2022-09-30 17:17:51,,,,"L&T Technology Services Limited has informed the Exchange that Record date for the purpose of Interim Dividend, if any  is 28-Oct-2022.",,,,30-Sep-2022 17:17:55,00:00:04,2022-10-01 17:17:51,3590.0,3437.25,-4.254874651810585
1749,TCS,Record Date,30092022170518,https://nsearchives.nseindia.com/corporate/TCS_30092022170518_PreInitmationBM_Sep2022signed.pdf,Tata Consultancy Services Limited,INE467B01029,2022-09-30 17:05:18,2022-09-30 17:05:18,,Computers - Software,,Tata Consultancy Services Limited has informed the Exchange that Record date for the purpose of Dividend  is 18-Oct-2022.,,,,30-Sep-2022 17:05:23,00:00:05,2022-10-01 17:05:18,2995.0,2868.33,-4.229382303839735
1752,ISEC,Record Date,29092022182657,https://nsearchives.nseindia.com/corporate/ISEC_29092022182657_IntimationofBoardMeeting.pdf,ICICI Securities Limited,INE763G01038,2022-09-29 18:26:57,2022-09-29 18:26:57,,,,ICICI Securities Limited has informed the Exchange that Record date for the purpose of Dividend  is 01-Nov-2022.,,,,29-Sep-2022 18:26:59,00:00:02,2022-09-30 18:26:57,504.0,496.18,-1.5515873015873003
1753,LATTEYS,Record Date,29092022181609,https://nsearchives.nseindia.com/corporate/LATTEYS_29092022181609_Reocrddate.pdf,Latteys Industries Limited,INE262Z01015,2022-09-29 18:16:09,2022-09-29 18:16:09,,,,Latteys Industries Limited has informed the Exchange that Record date for the purpose of Bonus  is .,,,,29-Sep-2022 18:16:14,00:00:05,2022-09-30 18:16:09,75.05,75.05,0.0
1754,HCLTECH,Record Date,29092022014724,https://nsearchives.nseindia.com/corporate/HCLTECH_29092022014724_BoardMeetingIntimation.pdf,HCL Technologies Limited,INE860A01027,2022-09-29 01:47:24,2022-09-29 01:47:24,,Computers - Software,,HCL Technologies Limited has informed the Exchange that Record date for the purpose of Dividend  is 20-Sep-2022.,,,,29-Sep-2022 01:47:26,00:00:02,2022-09-29 01:47:24,927.0,861.21,-7.097087378640773
1755,SVLL,Record Date,28092022190300,https://nsearchives.nseindia.com/corporate/SVLL_28092022190300_IntimationRecordDate.PDF,Shree Vasu Logistics Limited,INE00CE01017,2022-09-28 19:03:00,2022-09-28 19:03:00,,,,Shree Vasu Logistics Limited has informed the Exchange that Record date for the purpose of Bonus  is 11-Oct-2022.,,,,28-Sep-2022 19:03:03,00:00:03,2022-09-29 19:03:00,159.0,163.0,2.5157232704402515
1756,SUZLON,Record Date,28092022172203,https://nsearchives.nseindia.com/corporate/SUZLON_28092022172203_Suzlon28092022.pdf,Suzlon Energy Limited,INE040H01021,2022-09-28 17:22:03,2022-09-28 17:22:03,,Electrical Equipment,,Suzlon Energy Limited has informed the Exchange that Record date for the purpose of Rights  is 04-Oct-2022.,,,,28-Sep-2022 17:22:06,00:00:03,2022-09-29 17:22:03,7.67,7.76,1.1734028683181208
1757,AARTIIND,Record Date,26092022201309,https://nsearchives.nseindia.com/corporate/AARTIIND_26092022201309_AARTIIND_RD.pdf,Aarti Industries Limited,INE769A01020,2022-09-26 20:13:09,2022-09-26 20:13:09,,Chemicals - Speciality,,Aarti Industries Limited has informed the Exchange that Record date for the purpose of Scheme of Demerger  is 20-Oct-2022.,,,,26-Sep-2022 20:13:13,00:00:04,2022-09-27 20:13:09,820.95,800.34,-2.510506120957429
1758,MOTHERSON,Record Date,23092022195745,https://nsearchives.nseindia.com/corporate/MOTHERSON_23092022195745_Disclosure_RecordDate.pdf,Samvardhana Motherson International Limited,INE775A01035,2022-09-23 19:57:45,2022-09-23 19:57:45,,,,"Samvardhana Motherson International Limited has informed the Exchange that Record Date for the purpose of Bonus Shares  is October 5, 2022.",,,,23-Sep-2022 19:57:54,00:00:09,2022-09-24 19:57:45,80.3,74.69,-6.986301369863014
1759,AJOONI,Record Date,22092022164045,https://nsearchives.nseindia.com/corporate/AJOONI_22092022164045_Intimation_RecordDate_Stocksplit_signed.pdf,Ajooni Biotech Limited,INE820Y01013,2022-09-22 16:40:45,2022-09-22 16:40:45,,,,Ajooni Biotech Limited has informed the Exchange that Record date for the purpose of Split/Subdivision  is 07-Oct-2022.,,,,22-Sep-2022 16:40:53,00:00:08,2022-09-23 16:40:45,7.59,7.75,2.108036890645588
1761,AHLEAST,Record Date,21092022223306,https://nsearchives.nseindia.com/corporate/AHLEAST_21092022223306_BoardMeetingOutcome_21092022.pdf,Asian Hotels (East) Limited,INE926K01017,2022-09-21 22:33:06,2022-09-21 22:33:06,,Hotels,,Asian Hotels (East) Limited has informed the Exchange that Record date for the purpose of Bonus  and New Equity Shares by Robust pursuant to scheme of arrangement is 07-Oct-2022.,,,,21-Sep-2022 22:33:09,00:00:03,2022-09-22 22:33:06,241.2,237.43,-1.5630182421227123
1770,SHYAMCENT,Record Date,15092022171409,https://nsearchives.nseindia.com/corporate/SHYAMCENT_15092022171409_Covering_NSE_Recorddate.pdf,Shyam Century Ferrous Limited,INE979R01011,2022-09-15 17:14:09,2022-09-15 17:14:09,,,,Shyam Century Ferrous Limited has informed the Exchange that Record date for the purpose of Buyback  is 27-Sep-2022.,,,,15-Sep-2022 17:14:12,00:00:03,2022-09-16 17:14:09,26.35,25.5,-3.2258064516129084
1772,MONTECARLO,Record Date,14092022175221,https://nsearchives.nseindia.com/corporate/MONTECARLO_14092022175221_noticeletter.pdf,Monte Carlo Fashions Limited,INE950M01013,2022-09-14 17:52:21,2022-09-14 17:52:21,,,,Monte Carlo Fashions Limited has informed the Exchange that Record date for the purpose of Dividend  is 21-Sep-2022.,,,,14-Sep-2022 17:52:23,00:00:02,2022-09-15 17:52:21,879.6,821.3,-6.6280127330604905
1775,CONFIPET,Record Date,13092022222035,https://nsearchives.nseindia.com/corporate/CONFIPET_13092022222035_clarification1309.pdf,Confidence Petroleum India Limited,INE552D01024,2022-09-13 22:20:35,2022-09-13 22:20:35,,,,Confidence Petroleum India Limited has informed the Exchange that Record date for the purpose of Dividend  is .,,,,13-Sep-2022 22:20:39,00:00:04,2022-09-14 22:20:35,78.0,77.71,-0.3717948717948798
1776,MAHSCOOTER,Record Date,13092022175150,https://nsearchives.nseindia.com/corporate/MAHSCOOTER_13092022175150_MSL_SEIntimation_13092022.pdf,Maharashtra Scooters Limited,INE288A01013,2022-09-13 17:51:50,2022-09-13 17:51:50,,Auto Ancillaries,,Maharashtra Scooters Limited has informed the Exchange that Record date for the purpose of Interim Dividend  is 23 September 2022.,,,,13-Sep-2022 17:51:58,00:00:08,2022-09-14 17:51:50,5049.9,5052.71,0.055644666231022405
1777,CHOICEIN,Record Date,13092022163930,https://nsearchives.nseindia.com/corporate/CHOICEIN_13092022163930_Upload.pdf,Choice International Limited,INE102B01014,2022-09-13 16:39:30,2022-09-13 16:39:30,,,,Choice International Limited has informed the Exchange that Record date for the purpose of Bonus  is 23-Sep-2022.,,,,13-Sep-2022 16:39:40,00:00:10,2022-09-14 16:39:30,234.0,234.9,0.384615384615387
1778,MADHAV,Record Date,13092022163800,https://nsearchives.nseindia.com/corporate/MADHAV_13092022163800_BookClosureIntimation2022.pdf,Madhav Marbles and Granites Limited,INE925C01016,2022-09-13 16:38:00,2022-09-13 16:38:00,,Construction,,Madhav Marbles and Granites Limited has informed the Exchange that Record date for the purpose of Dividend  is 23-Sep-2022.,,,,13-Sep-2022 16:38:34,00:00:34,2022-09-14 16:38:00,52.0,51.99,-0.019230769230765405
1779,BAJAJHLDNG,Record Date,13092022161020,https://nsearchives.nseindia.com/corporate/BAJAJHLDNG_13092022161020_BHIL_SEIntimation_13092022.pdf,Bajaj Holdings & Investment Limited,INE118A01012,2022-09-13 16:10:20,2022-09-13 16:10:20,,Finance,,Bajaj Holdings & Investment Limited has informed the Exchange that Record date for the purpose of Interim Dividend is 23 September 2022.,,,,13-Sep-2022 16:10:27,00:00:07,2022-09-14 16:10:20,6620.0,6925.24,4.61087613293051
1780,LIBERTSHOE,Record Date,12092022194200,https://nsearchives.nseindia.com/corporate/LIBERTSHOE_12092022194200_Intimation15092022.pdf,Liberty Shoes Limited,INE557B01019,2022-09-12 19:42:00,2022-09-12 19:42:00,,Leather And Leather Products,,Liberty Shoes Limited has informed the Exchange that Record date for the purpose of Dividend  is 23-Sep-2022.,,,,12-Sep-2022 19:42:41,00:00:41,2022-09-13 19:42:00,185.75,189.49,2.013458950201889
1781,LIBAS,Record Date,12092022193115,https://nsearchives.nseindia.com/corporate/LIBAS_12092022193115_Recorddate.pdf,Libas Consumer Products Limited,INE908V01012,2022-09-12 19:31:15,2022-09-12 19:31:15,,,,Libas Consumer Products Limited has informed the Exchange that Record date for the purpose of Rights  is 16-Sep-2022.,,,,12-Sep-2022 19:31:32,00:00:17,2022-09-13 19:31:15,24.69,24.69,0.0
1782,ECLERX,Record Date,12092022182200,https://nsearchives.nseindia.com/corporate/ECLERX_12092022182200_BSENSERecorddateBonus.pdf,eClerx Services Limited,INE738I01010,2022-09-12 18:22:00,2022-09-12 18:22:00,,Computers - Software,,eClerx Services Limited has informed the Exchange that Record date for the purpose of Bonus is 22-Sep-2022.,,,,12-Sep-2022 18:22:08,00:00:08,2022-09-13 18:22:00,1523.2,1539.23,1.052389705882351
1783,INTLCONV,Record Date,12092022173410,https://nsearchives.nseindia.com/corporate/INTLCONV_12092022173410_Recorddate.pdf,International Conveyors Limited,INE575C01027,2022-09-12 17:34:10,2022-09-12 17:34:10,,,,International Conveyors Limited has informed the Exchange that Record date for the purpose of DI  is 23-Sep-2022.,,,,12-Sep-2022 17:34:33,00:00:23,2022-09-13 17:34:10,63.25,61.9,-2.1343873517786585
1784,UJAAS,Record Date,09092022174839,https://nsearchives.nseindia.com/corporate/UJAAS_09092022174839_exchangeintimation.pdf,Ujaas Energy Limited,INE899L01022,2022-09-09 17:48:39,2022-09-09 17:48:39,,,,Ujaas Energy Limited has informed the Exchange that Record date for the purpose of AGM is 23-Sep-2022.,,,,09-Sep-2022 17:48:42,00:00:03,2022-09-10 17:48:39,3.85,3.55,-7.792207792207799
1785,BTML,Record Date,09092022170724,https://nsearchives.nseindia.com/corporate/BTML_09092022170724_IntimationofRecordDatefinal.pdf,Bodhi Tree Multimedia Limited,INE0EEJ01015,2022-09-09 17:07:24,2022-09-09 17:07:24,,,,Bodhi Tree Multimedia Limited has informed the Exchange that Record date for the purpose of Bonus  is 23-Sep-2022.,,,,09-Sep-2022 17:07:29,00:00:05,2022-09-10 17:07:24,262.05,261.08,-0.37015836672391805
1789,SUBCAPCITY,Record Date,08092022225533,https://nsearchives.nseindia.com/corporate/SUBCAPCITY_08092022225533_ICL_Record_Date_AGM_30092022.pdf,International Constructions Limited,INE845C01016,2022-09-08 22:55:33,2022-09-08 22:55:33,,-,,International Constructions Limited has informed the Exchange that Record date for the purpose of Meeting  is 23-Sep-2022.,,,,08-Sep-2022 22:55:36,00:00:03,2022-09-09 22:55:33,0.0,0.0,0.0
1790,JINDALSTEL,Record Date,08092022223142,https://nsearchives.nseindia.com/corporate/JINDALSTEL_08092022223142_STX_NOTICE_08092022.pdf,Jindal Steel & Power Limited,INE749A01030,2022-09-08 22:31:42,2022-09-08 22:31:42,,Steel And Steel Products,,Jindal Steel & Power Limited has informed the Exchange that Record date for the purpose of Dividend  is 21-Sep-2022.,,,,08-Sep-2022 22:31:47,00:00:05,2022-09-09 22:31:42,434.3,427.62,-1.5381072991020048
1791,KAVVERITEL,Record Date,08092022214003,https://nsearchives.nseindia.com/corporate/KAVVERITEL_08092022214003_KAVVERITELBR.pdf,Kavveri Telecom Products Limited,INE641C01019,2022-09-08 21:40:03,2022-09-08 21:40:03,,Telecommunication - Equipment,,Kavveri Telecom Products Limited has informed the Exchange that Record date for the purpose of Meeting  is 23-Sep-2022.,,,,08-Sep-2022 21:40:11,00:00:08,2022-09-09 21:40:03,10.15,10.15,0.0
1792,AEGISCHEM,Record Date,08092022194909,https://nsearchives.nseindia.com/corporate/AEGISCHEM_08092022194909_Board_Meeting_Intimation_08_09_2022.pdf,Aegis Logistics Limited,INE208C01017,2022-09-08 19:49:09,2022-09-08 19:49:09,,Petrochemicals,,Aegis Logistics Limited has informed the Exchange that Record date for the purpose of 2nd Interim Dividend  is 23-Sep-2022.,,,,08-Sep-2022 19:49:16,00:00:07,2022-09-09 19:49:09,283.0,274.14,-3.1307420494699696
1793,REMSONSIND,Record Date,08092022191439,https://nsearchives.nseindia.com/corporate/REMSONSIND_08092022191439_42.pdf,Remsons Industries Limited,INE474C01015,2022-09-08 19:14:39,2022-09-08 19:14:39,,Auto Ancillaries,,Remsons Industries Limited has informed the Exchange that Record date for the purpose of Dividend & Meeting  is 21-Sep-2022.,,,,08-Sep-2022 19:14:46,00:00:07,2022-09-09 19:14:39,224.2,220.28,-1.748438893844776
1794,HINDCOMPOS,Record Date,08092022184536,https://nsearchives.nseindia.com/corporate/HINDCOMPOS_08092022184536_SEBookclosure.pdf,Hindustan Composites Limited,INE310C01011,2022-09-08 18:45:36,2022-09-08 18:45:36,,Auto Ancillaries,,Hindustan Composites Limited has informed the Exchange that Record date for the purpose of Dividend & Meeting  is .,,,,08-Sep-2022 18:45:50,00:00:14,2022-09-09 18:45:36,359.0,352.65,-1.7688022284122626
1795,RVNL,Record Date,08092022184036,https://nsearchives.nseindia.com/corporate/RVNL_08092022184036_Intimationof19thAGM.pdf,Rail Vikas Nigam Limited,INE415G01027,2022-09-08 18:40:36,2022-09-08 18:40:36,,,,Rail Vikas Nigam Limited has informed the Exchange that Record date for the purpose of Final Dividend  is 23-Sep-2022.,,,,08-Sep-2022 18:40:48,00:00:12,2022-09-09 18:40:36,33.9,32.74,-3.4218289085545623
